w_if,w_lof,w_z,w_ae,stability,br_rank_corr,objective
0.35000000000000003,0.05,0.55,0.05,0.7882352941176471,0.5755348399139564,0.7880013570373127
0.15000000000000002,0.15000000000000002,0.25,0.45,0.8211764705882352,0.5095499199658735,0.787975715285586
0.45,0.25,0.25,0.05,0.7988235294117646,0.5541727785018794,0.7879549593313522
0.45,0.05,0.4,0.1,0.7917647058823527,0.5682457670055867,0.787943794692573
0.15000000000000002,0.2,0.4,0.25,0.8152941176470587,0.5211517240581085,0.7879349898380565
0.7000000000000001,0.1,0.15000000000000002,0.05,0.7894117647058821,0.5728081579728355,0.78790792184615
0.25,0.05,0.65,0.05,0.7882352941176471,0.5750924645906969,0.7878907632064978
0.25,0.05,0.15000000000000002,0.55,0.8152941176470585,0.5208577393509878,0.7878614936612762
0.55,0.05,0.1,0.30000000000000004,0.8070588235294116,0.5372946655263997,0.7878530781463058
0.55,0.15000000000000002,0.2,0.1,0.796470588235294,0.5583194660045528,0.7878151606187852
0.4,0.25,0.30000000000000004,0.05,0.7988235294117646,0.553587011351199,0.787808517543682
0.35000000000000003,0.05,0.5,0.1,0.7917647058823529,0.567579145321307,0.7877771392715032
0.05,0.25,0.65,0.05,0.7988235294117646,0.553334659912352,0.7877454296839703
0.4,0.05,0.30000000000000004,0.25,0.8023529411764707,0.5462354361055722,0.7877353296146284
0.6000000000000001,0.15000000000000002,0.1,0.15000000000000002,0.8011764705882354,0.5481916753659631,0.7876361541356085
0.45,0.1,0.1,0.35000000000000003,0.8129411764705883,0.524474730032377,0.7875892707433884
0.65,0.1,0.1,0.15000000000000002,0.7976470588235294,0.5550219084092122,0.7875790065140678
0.25,0.30000000000000004,0.30000000000000004,0.15000000000000002,0.8188235294117646,0.5125476900643929,0.7875486872219806
0.35000000000000003,0.2,0.15000000000000002,0.30000000000000004,0.8188235294117646,0.5125453130180095,0.7875480929603846
0.1,0.2,0.55,0.15000000000000002,0.8058823529411764,0.5381908120129331,0.7874888794738215
0.55,0.2,0.2,0.05,0.7941176470588235,0.5617175936358489,0.787488221938374
0.4,0.05,0.5,0.05,0.7870588235294117,0.5756314249015634,0.7874372679900967
0.2,0.2,0.55,0.05,0.7941176470588235,0.5612696252622758,0.7873762298449807
0.2,0.4,0.35000000000000003,0.05,0.8211764705882352,0.5068076823535672,0.7872901558825094
0.30000000000000004,0.05,0.35000000000000003,0.30000000000000004,0.8047058823529412,0.5393863964306431,0.7871995402841314
0.15000000000000002,0.05,0.1,0.7000000000000001,0.8211764705882352,0.5064216919687841,0.7871936582863136
0.65,0.15000000000000002,0.15000000000000002,0.05,0.7905882352941176,0.5675213271636879,0.7871744494379808
0.4,0.05,0.15000000000000002,0.4,0.8105882352941177,0.5274729545662344,0.7871623562886174
0.25,0.15000000000000002,0.4,0.2,0.8035294117647058,0.5414876005638556,0.7871366060233168
0.4,0.15000000000000002,0.1,0.35000000000000003,0.816470588235294,0.515458243534581,0.7870998550012922
0.25,0.15000000000000002,0.55,0.05,0.7894117647058824,0.569562126353511,0.787096413941319
0.35000000000000003,0.1,0.5,0.05,0.7870588235294117,0.5738220731250394,0.7869849300459657
0.05,0.2,0.6000000000000001,0.15000000000000002,0.8047058823529412,0.5385241228550729,0.7869839718902388
0.15000000000000002,0.2,0.55,0.1,0.7988235294117646,0.5502715559948542,0.7869796537045959
0.8500000000000001,0.05,0.05,0.05,0.7870588235294117,0.5734778558347876,0.7868988757234028
0.05,0.1,0.7000000000000001,0.15000000000000002,0.7964705882352939,0.5544678818190628,0.7868522645724128
0.5,0.30000000000000004,0.05,0.15000000000000002,0.8188235294117646,0.5095121319196907,0.7867897976858049
0.15000000000000002,0.1,0.5,0.25,0.8035294117647058,0.5399652421815601,0.786756016427743
0.55,0.25,0.1,0.1,0.8035294117647058,0.5398474735158895,0.7867265742613253
0.45,0.05,0.2,0.30000000000000004,0.8035294117647058,0.5395866975450072,0.7866613802686047
0.05,0.05,0.6000000000000001,0.30000000000000004,0.8058823529411764,0.5347921949897344,0.7866392252180219
0.5,0.30000000000000004,0.1,0.1,0.8117647058823527,0.5229912783063272,0.7866301725177581
0.6000000000000001,0.1,0.15000000000000002,0.15000000000000002,0.7952941176470587,0.5557999366644303,0.786597042989637
0.55,0.15000000000000002,0.1,0.2,0.8035294117647059,0.5392625453227563,0.786580342213042
0.30000000000000004,0.30000000000000004,0.35000000000000003,0.05,0.8035294117647058,0.5391495307498525,0.7865520885698161
0.1,0.1,0.5,0.30000000000000004,0.8070588235294116,0.5320675055727877,0.7865462881579027
0.30000000000000004,0.15000000000000002,0.25,0.30000000000000004,0.8105882352941175,0.5249698548114088,0.786536581349911
0.15000000000000002,0.2,0.6000000000000001,0.05,0.7917647058823529,0.5623655135581418,0.786473731330712
0.25,0.2,0.35000000000000003,0.2,0.8070588235294117,0.5316638621229515,0.7864453772954437
0.2,0.15000000000000002,0.5,0.15000000000000002,0.7976470588235294,0.5501766139657769,0.7863676829032089
0.4,0.2,0.30000000000000004,0.1,0.7964705882352939,0.5524578094494013,0.7863497464799973
0.2,0.1,0.25,0.45,0.8129411764705883,0.5194325602178951,0.786328728289768
0.5,0.1,0.05,0.35000000000000003,0.8105882352941177,0.5241210045565917,0.7863243687862067
0.5,0.1,0.1,0.30000000000000004,0.8070588235294117,0.5311575162867277,0.7863187908363878
0.05,0.2,0.65,0.1,0.796470588235294,0.5521810233719957,0.786280549960646
0.65,0.2,0.05,0.1,0.7988235294117646,0.54738250081181,0.7862573899088348
0.30000000000000004,0.15000000000000002,0.4,0.15000000000000002,0.796470588235294,0.5518372605170818,0.7861946092469174
0.15000000000000002,0.1,0.30000000000000004,0.45,0.8129411764705882,0.5187172090827562,0.7861498905059832
0.4,0.25,0.2,0.15000000000000002,0.8070588235294116,0.530095291162438,0.7860532345553153
0.2,0.25,0.5,0.05,0.7952941176470588,0.5533733568292108,0.785990398030832
0.4,0.15000000000000002,0.35000000000000003,0.1,0.7917647058823529,0.5603518756189051,0.7859703218459028
0.55,0.2,0.1,0.15000000000000002,0.8023529411764706,0.5391182795812238,0.7859560404835413
0.15000000000000002,0.15000000000000002,0.4,0.30000000000000004,0.8094117647058823,0.5249008855097265,0.7859311037303728
0.30000000000000004,0.2,0.30000000000000004,0.2,0.8058823529411764,0.5318846827406545,0.7859123471557519
0.45,0.05,0.35000000000000003,0.15000000000000002,0.7917647058823529,0.5599743097661571,0.7858759303827157
0.35000000000000003,0.1,0.35000000000000003,0.2,0.796470588235294,0.550175565268843,0.7857791854348578
0.05,0.30000000000000004,0.6000000000000001,0.05,0.8011764705882353,0.5403291050610391,0.7856705115593774
0.55,0.05,0.05,0.35000000000000003,0.8058823529411765,0.5308956217057825,0.7856650818970339
0.05,0.1,0.25,0.6000000000000001,0.8199999999999998,0.502464119479847,0.7856160298699617
0.1,0.15000000000000002,0.4,0.35000000000000003,0.8129411764705883,0.5165754902913329,0.7856144608081274
0.2,0.1,0.45,0.25,0.8011764705882353,0.54009765764774,0.7856126497060527
0.1,0.15000000000000002,0.7000000000000001,0.05,0.7858823529411763,0.5703574231515731,0.7855305322584814
0.7000000000000001,0.05,0.1,0.15000000000000002,0.7917647058823529,0.5582521047048357,0.7854453791173854
0.25,0.1,0.4,0.25,0.8,0.5416513720683575,0.7854128430170894
0.75,0.1,0.1,0.05,0.7847058823529411,0.5722239988241205,0.7854089408825007
0.05,0.2,0.4,0.35000000000000003,0.8188235294117645,0.5034999523979683,0.7852867528053743
0.1,0.15000000000000002,0.45,0.30000000000000004,0.8094117647058825,0.5223081221670574,0.7852829128947056
0.45,0.25,0.1,0.2,0.8129411764705883,0.51515226872585,0.7852586554167567
0.05,0.15000000000000002,0.5,0.30000000000000004,0.8094117647058822,0.5221068422688883,0.7852325929201631
0.4,0.1,0.05,0.45,0.8117647058823529,0.5173283847767034,0.7852144491353523
0.45,0.05,0.1,0.4,0.8070588235294117,0.526509306953726,0.7851567385031373
0.7000000000000001,0.15000000000000002,0.1,0.05,0.7870588235294116,0.5664617237817328,0.785144842710139
0.30000000000000004,0.2,0.45,0.05,0.7894117647058824,0.5615208231344955,0.7850860881365651
0.1,0.25,0.55,0.1,0.8,0.5402446500013004,0.7850611625003251
0.35000000000000003,0.15000000000000002,0.15000000000000002,0.35000000000000003,0.8117647058823529,0.5166311061853911,0.7850401294875242
0.5,0.15000000000000002,0.25,0.1,0.7905882352941177,0.5589772436780236,0.7850384285665648
0.25,0.15000000000000002,0.35000000000000003,0.25,0.8035294117647058,0.532934253588609,0.7849982692795052
0.6000000000000001,0.05,0.25,0.1,0.7858823529411764,0.5677721405136986,0.7848842115990129
0.2,0.2,0.25,0.35000000000000003,0.8176470588235294,0.5039763404584487,0.7848176145263769
0.25,0.25,0.35000000000000003,0.15000000000000002,0.8035294117647056,0.5318140005673134,0.7847182060241812
0.05,0.1,0.4,0.45,0.8105882352941175,0.5173387668763485,0.7846288093661459
0.45,0.1,0.30000000000000004,0.15000000000000002,0.7905882352941176,0.5570006946536806,0.784544291310479
0.05,0.05,0.35000000000000003,0.55,0.8105882352941177,0.5164905458396917,0.7844167541069818
0.15000000000000002,0.05,0.2,0.6000000000000001,0.8105882352941177,0.5164012667740572,0.7843944343405731
0.2,0.05,0.2,0.55,0.8082352941176469,0.5209473679822669,0.7843544890543902
0.2,0.05,0.15000000000000002,0.6000000000000001,0.8105882352941177,0.5158834551846899,0.7842649814432314
